row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
353,I-A,reversed,rev_v_002,rev_q_152,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
354,I-A,reversed,rev_v_003,rev_q_153,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
355,I-A,reversed,rev_v_004,rev_q_154,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
356,I-A,reversed,rev_v_005,rev_q_155,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.69,-2.37
357,I-A,reversed,rev_v_006,rev_q_156,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.675,-2.355
358,I-A,reversed,rev_v_007,rev_q_157,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6599999999999997,-2.34
359,I-A,reversed,rev_v_008,rev_q_158,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6449999999999996,-2.3249999999999997
360,I-A,reversed,rev_v_009,rev_q_159,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.63,-2.31
361,I-A,reversed,rev_v_010,rev_q_160,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6149999999999998,-2.295
362,I-A,reversed,rev_v_011,rev_q_161,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
363,I-A,reversed,rev_v_012,rev_q_162,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
364,I-A,reversed,rev_v_013,rev_q_163,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
365,I-A,reversed,rev_v_014,rev_q_164,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.69,-2.37
366,I-A,reversed,rev_v_015,rev_q_165,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.675,-2.355
367,I-A,reversed,rev_v_016,rev_q_166,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6599999999999997,-2.34
368,I-A,reversed,rev_v_017,rev_q_167,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6449999999999996,-2.3249999999999997
369,I-A,reversed,rev_v_018,rev_q_168,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.63,-2.31
370,I-A,reversed,rev_v_019,rev_q_169,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6149999999999998,-2.295
371,I-A,reversed,rev_v_020,rev_q_170,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
372,I-A,reversed,rev_v_021,rev_q_171,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
373,I-A,reversed,rev_v_022,rev_q_172,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
374,I-A,reversed,rev_v_023,rev_q_173,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.69,-2.37
375,I-A,reversed,rev_v_024,rev_q_174,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.675,-2.355
376,I-A,reversed,rev_v_025,rev_q_175,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6599999999999997,-2.34
377,I-A,reversed,rev_v_026,rev_q_176,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6449999999999996,-2.3249999999999997
378,I-A,reversed,rev_v_027,rev_q_177,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.63,-2.31
379,I-A,reversed,rev_v_028,rev_q_178,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6149999999999998,-2.295
380,I-A,reversed,rev_v_029,rev_q_179,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
381,I-A,reversed,rev_v_030,rev_q_180,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
382,I-A,reversed,rev_v_031,rev_q_181,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
383,I-A,reversed,rev_v_032,rev_q_182,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.69,-2.37
384,I-A,reversed,rev_v_033,rev_q_183,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.675,-2.355
385,I-A,reversed,rev_v_034,rev_q_184,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6599999999999997,-2.34
386,I-A,reversed,rev_v_035,rev_q_185,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6449999999999996,-2.3249999999999997
387,I-A,reversed,rev_v_036,rev_q_186,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.63,-2.31
388,I-A,reversed,rev_v_037,rev_q_187,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6149999999999998,-2.295
389,I-A,reversed,rev_v_038,rev_q_188,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
390,I-A,reversed,rev_v_039,rev_q_189,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
391,I-A,reversed,rev_v_040,rev_q_190,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
392,I-A,reversed,rev_v_041,rev_q_191,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.69,-2.37
393,I-A,reversed,rev_v_042,rev_q_192,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.675,-2.355
394,I-A,reversed,rev_v_043,rev_q_193,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6599999999999997,-2.34
395,I-A,reversed,rev_v_044,rev_q_194,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6449999999999996,-2.3249999999999997
396,I-A,reversed,rev_v_045,rev_q_195,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.63,-2.31
397,I-A,reversed,rev_v_046,rev_q_196,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.6149999999999998,-2.295
398,I-A,reversed,rev_v_047,rev_q_197,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.5999999999999996,-2.28
399,I-A,reversed,rev_v_048,rev_q_198,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7199999999999998,-2.4
400,I-A,reversed,rev_v_049,rev_q_199,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.7049999999999996,-2.385
401,I-A,text_only,txt_v_000,txt_q_000,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
402,I-A,text_only,txt_v_001,txt_q_001,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
403,I-A,text_only,txt_v_002,txt_q_002,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
404,I-A,text_only,txt_v_003,txt_q_003,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
405,I-A,text_only,txt_v_004,txt_q_004,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
406,I-A,text_only,txt_v_005,txt_q_005,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
407,I-A,text_only,txt_v_006,txt_q_006,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
408,I-A,text_only,txt_v_007,txt_q_007,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
409,I-A,text_only,txt_v_008,txt_q_008,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
410,I-A,text_only,txt_v_009,txt_q_009,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
411,I-A,text_only,txt_v_010,txt_q_010,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
412,I-A,text_only,txt_v_011,txt_q_011,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
413,I-A,text_only,txt_v_012,txt_q_012,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
414,I-A,text_only,txt_v_013,txt_q_013,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
415,I-A,text_only,txt_v_014,txt_q_014,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
416,I-A,text_only,txt_v_015,txt_q_015,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
417,I-A,text_only,txt_v_016,txt_q_016,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
418,I-A,text_only,txt_v_017,txt_q_017,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
419,I-A,text_only,txt_v_018,txt_q_018,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
420,I-A,text_only,txt_v_019,txt_q_019,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
421,I-A,text_only,txt_v_020,txt_q_020,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
422,I-A,text_only,txt_v_021,txt_q_021,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
423,I-A,text_only,txt_v_022,txt_q_022,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
424,I-A,text_only,txt_v_023,txt_q_023,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
425,I-A,text_only,txt_v_024,txt_q_024,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
426,I-A,text_only,txt_v_025,txt_q_025,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
427,I-A,text_only,txt_v_026,txt_q_026,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
428,I-A,text_only,txt_v_027,txt_q_027,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
429,I-A,text_only,txt_v_028,txt_q_028,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
430,I-A,text_only,txt_v_029,txt_q_029,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
431,I-A,text_only,txt_v_030,txt_q_030,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
432,I-A,text_only,txt_v_031,txt_q_031,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
433,I-A,text_only,txt_v_032,txt_q_032,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
434,I-A,text_only,txt_v_033,txt_q_033,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
435,I-A,text_only,txt_v_034,txt_q_034,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
436,I-A,text_only,txt_v_035,txt_q_035,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
437,I-A,text_only,txt_v_036,txt_q_036,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
438,I-A,text_only,txt_v_037,txt_q_037,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
439,I-A,text_only,txt_v_038,txt_q_038,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
440,I-A,text_only,txt_v_039,txt_q_039,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
441,I-A,text_only,txt_v_040,txt_q_040,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
442,I-A,text_only,txt_v_041,txt_q_041,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
443,I-A,text_only,txt_v_042,txt_q_042,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
444,I-A,text_only,txt_v_043,txt_q_043,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
445,I-A,text_only,txt_v_044,txt_q_044,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
446,I-A,text_only,txt_v_045,txt_q_045,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
447,I-A,text_only,txt_v_046,txt_q_046,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
448,I-A,text_only,txt_v_047,txt_q_047,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
449,I-A,text_only,txt_v_048,txt_q_048,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
450,I-A,text_only,txt_v_049,txt_q_049,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
451,I-A,text_only,txt_v_000,txt_q_050,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
452,I-A,text_only,txt_v_001,txt_q_051,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
453,I-A,text_only,txt_v_002,txt_q_052,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
454,I-A,text_only,txt_v_003,txt_q_053,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
455,I-A,text_only,txt_v_004,txt_q_054,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
456,I-A,text_only,txt_v_005,txt_q_055,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
457,I-A,text_only,txt_v_006,txt_q_056,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
458,I-A,text_only,txt_v_007,txt_q_057,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
459,I-A,text_only,txt_v_008,txt_q_058,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
460,I-A,text_only,txt_v_009,txt_q_059,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
461,I-A,text_only,txt_v_010,txt_q_060,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
462,I-A,text_only,txt_v_011,txt_q_061,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
463,I-A,text_only,txt_v_012,txt_q_062,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
464,I-A,text_only,txt_v_013,txt_q_063,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
465,I-A,text_only,txt_v_014,txt_q_064,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
466,I-A,text_only,txt_v_015,txt_q_065,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
467,I-A,text_only,txt_v_016,txt_q_066,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
468,I-A,text_only,txt_v_017,txt_q_067,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
469,I-A,text_only,txt_v_018,txt_q_068,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
470,I-A,text_only,txt_v_019,txt_q_069,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
471,I-A,text_only,txt_v_020,txt_q_070,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
472,I-A,text_only,txt_v_021,txt_q_071,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
473,I-A,text_only,txt_v_022,txt_q_072,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
474,I-A,text_only,txt_v_023,txt_q_073,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
475,I-A,text_only,txt_v_024,txt_q_074,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
476,I-A,text_only,txt_v_025,txt_q_075,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
477,I-A,text_only,txt_v_026,txt_q_076,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
478,I-A,text_only,txt_v_027,txt_q_077,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
479,I-A,text_only,txt_v_028,txt_q_078,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
480,I-A,text_only,txt_v_029,txt_q_079,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
481,I-A,text_only,txt_v_030,txt_q_080,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
482,I-A,text_only,txt_v_031,txt_q_081,pouring_liquid,Pouring liquid,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
483,I-A,text_only,txt_v_032,txt_q_082,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
484,I-A,text_only,txt_v_033,txt_q_083,falling_objects,Falling objects,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
485,I-A,text_only,txt_v_034,txt_q_084,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
486,I-A,text_only,txt_v_035,txt_q_085,glass_breaking,Glass breaking,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
